scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.193305945,0.639869028,-0.769171692,1.342212256,-2.171454137,-0.1515133,-0.648374467,-0.973504253,-1.706657654,0.313744517,-1.982301847,-3.158127006,1.341571722,-3.29947237,1.247647374,-6.393372843,-0.053204802,-3.258046341,-3.348896098,0.217330714,-0.917407955,-0.102294252,-0.036122295,-0.753591203,-0.047113397,0.358492768,-0.287406816,0.476505957,0.250530561,0.250987223,1
-0.340355555,0.648544892,1.889617914,1.073098534,-1.678017522,4.173268194,1.015515806,-0.009389035,-0.079705604,0.064070822,-0.714516676,0.04222752,-0.408402781,-0.929370066,0.058686317,-3.512845461,-0.164612974,2.069853025,1.733381581,1.580757962,-2.335185376,-0.153570265,0.203727978,0.733795721,-0.036559749,0.334305771,0.147171036,0.279556488,0.031668781,0.035883323,1
-0.353229393,0.649513557,0.224414467,2.994498576,-3.432458196,3.986518932,3.760232949,0.165640146,1.099377709,-0.654557103,-2.435415653,-2.276733073,1.846078517,-1.9611946,-0.851166387,-7.122316384,1.0196049,2.131014672,6.443649145,1.592538191,-3.681903552,-0.200846281,0.491337125,-0.984222623,-0.421979358,-1.048057894,0.72641152,0.268624638,0.283689474,0.419101636,1
-0.253277238,0.661327052,-1.141558937,1.927650038,-3.905356149,-0.073942594,-0.044857819,-1.756998959,-1.217416499,0.364563279,-2.770147747,-3.216187718,1.286749257,-3.272704585,1.042215623,-5.748943252,-0.668136527,-3.865975683,-2.70505213,-0.103907181,-0.716811425,-0.25058294,0.102081332,-0.531495912,-0.328740974,0.39309961,0.568434632,0.786604529,-0.146101644,0.076211489,1
-0.08175934,0.708749496,0.909123839,1.337657824,-4.484727667,3.245357645,-0.417808776,-0.762118684,-2.506348775,0.694163949,-0.467555884,-4.565260095,3.612645346,-3.171936612,-0.400045819,-8.569454155,-1.614831207,-2.388207562,-2.577464434,0.092678671,0.098242013,0.445573384,0.586829163,0.594077545,-0.252120311,0.325438828,0.562765676,-0.256278185,0.652673807,0.319879228,1
0.019991953,0.709760276,-4.599447002,2.762539943,-4.656529871,5.201403067,-2.470387712,-0.35761793,-3.767188827,0.061466444,-1.836199863,-1.470645258,2.143930633,-5.839736057,0.153011631,-6.177364566,-0.785415654,-4.510522737,-10.34051286,-4.181177553,-0.376135683,-1.000657722,1.581480357,0.26133272,0.621415022,0.994109927,-0.687853106,-0.337531253,-1.612791046,1.231424735,1
-0.349231307,0.711360679,-5.313773842,2.664273998,-4.250707018,0.394707095,-0.391383377,0.68352614,-5.133671002,-7.907789892,0.215474665,-2.297734259,1.961480932,-1.944441128,-0.692558965,-4.346347631,-1.726929233,-1.820404772,-3.746489551,-0.880399311,0.267914552,-2.642901847,8.66466243,-2.716382588,0.483559094,0.079234798,0.31106524,0.555544234,0.176740004,0.362906576,1
0.350033969,0.715740727,-2.272472623,2.93522577,-4.871394115,2.419011986,-1.513021771,-0.480624709,-2.126136159,1.883507001,-1.297261684,-5.487424583,2.969240074,-3.055405131,-0.316543682,-7.862808526,-2.202800405,-1.932316475,-2.284748414,0.324787267,-0.183180904,-0.03108531,0.718504288,0.893850158,-0.031631724,0.322912638,-0.058406406,-0.411648851,0.573803016,0.176067285,1
2.528591136,0.72188964,-1.836939805,-1.646764054,-3.381168242,0.473353567,0.074242868,-0.446750698,3.791906549,-1.351045167,0.095185963,-0.084499559,-1.542304868,-0.540534807,-0.272079039,0.712541143,0.234979845,-0.907666066,-0.391051375,-0.034719159,1.084286467,-1.586143697,0.010663477,1.786681373,-0.151178224,-0.582097764,-0.956061536,-0.334368992,0.715600326,0.370449747,1
-0.324523134,0.723805911,0.290155158,0.049243132,-0.740523666,2.86546277,1.395293916,-0.535163279,0.14254337,-0.222769707,-1.463690652,1.713537553,-1.127573492,-0.708657346,0.272186077,0.274710292,0.235191952,-0.463552709,0.472995391,-0.447899156,1.790924147,0.247579535,0.337348848,1.018190578,0.303550011,0.83388612,-1.222306097,2.745260672,-0.2204016,0.16823274,1
